Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,zlayer,level
GET,0_10,1,0,74.55088989809155,74.55088989809155,74.55088989809155,74.55088989809155,1314125.0,z10,15
GET,0_15,1,0,72.51490512862802,72.51490512862802,72.51490512862802,72.51490512862802,1310865.0,z10,15
GET,0_16,1,0,99.32658402249216,99.32658402249216,99.32658402249216,99.32658402249216,1400489.0,z10,15
GET,0_17,1,0,80.66607359796762,80.66607359796762,80.66607359796762,80.66607359796762,1313123.0,z10,15
GET,10_17,2,0,77.35412893816829,77.92295841500163,77.35412893816829,78.49178789183497,1357241.0,z10,15
GET,10_19,1,0,85.12562327086926,85.12562327086926,85.12562327086926,85.12562327086926,1381958.0,z10,15
GET,10_2,2,0,74.0546970628202,74.13361337967217,74.0546970628202,74.21252969652414,1327898.0,z10,15
GET,10_20,1,0,94.1101210191846,94.1101210191846,94.1101210191846,94.1101210191846,1457319.0,z10,15
GET,10_22,1,0,74.0833799354732,74.0833799354732,74.0833799354732,74.0833799354732,1475552.0,z10,15
GET,10_26,1,0,74.13554098457098,74.13554098457098,74.13554098457098,74.13554098457098,1506852.0,z10,15
GET,10_27,1,0,73.06395610794425,73.06395610794425,73.06395610794425,73.06395610794425,1422758.0,z10,15
GET,10_3,1,0,74.01659898459911,74.01659898459911,74.01659898459911,74.01659898459911,1325111.0,z10,15
GET,10_6,1,0,72.64502812176943,72.64502812176943,72.64502812176943,72.64502812176943,1472084.0,z10,15
GET,11_10,2,0,73.0,77.5737282820046,72.61642534285784,82.53103122115135,1455794.0,z10,15
GET,11_11,1,0,60.57274295017123,60.57274295017123,60.57274295017123,60.57274295017123,1375121.0,z10,15
GET,11_13,1,0,75.91555919498205,75.91555919498205,75.91555919498205,75.91555919498205,1416100.0,z10,15
GET,11_19,1,0,78.2488496042788,78.2488496042788,78.2488496042788,78.2488496042788,1380200.0,z10,15
GET,11_20,2,0,72.0,73.90737044624984,71.58445799723268,76.23028289526701,1463574.0,z10,15
GET,11_22,1,0,82.8962461091578,82.8962461091578,82.8962461091578,82.8962461091578,1474938.0,z10,15
GET,11_24,1,0,81.22281124815345,81.22281124815345,81.22281124815345,81.22281124815345,1469532.0,z10,15
GET,12_10,1,0,76.98467606678605,76.98467606678605,76.98467606678605,76.98467606678605,1490305.0,z10,15
GET,12_11,1,0,74.64673882350326,74.64673882350326,74.64673882350326,74.64673882350326,1362153.0,z10,15
GET,12_14,1,0,86.86846913769841,86.86846913769841,86.86846913769841,86.86846913769841,1491101.0,z10,15
GET,12_17,2,0,68.0,72.37472990527749,67.66783213242888,77.0816276781261,1335399.0,z10,15
GET,12_20,1,0,95.15031520277262,95.15031520277262,95.15031520277262,95.15031520277262,1453553.0,z10,15
GET,12_25,1,0,96.76647000014782,96.76647000014782,96.76647000014782,96.76647000014782,1341501.0,z10,15
GET,12_27,1,0,76.15319918841124,76.15319918841124,76.15319918841124,76.15319918841124,1353522.0,z10,15
GET,13_1,1,0,78.76682095229626,78.76682095229626,78.76682095229626,78.76682095229626,1354454.0,z10,15
GET,13_17,1,0,82.569045946002,82.569045946002,82.569045946002,82.569045946002,1350925.0,z10,15
GET,13_19,1,0,84.74803995341063,84.74803995341063,84.74803995341063,84.74803995341063,1376814.0,z10,15
GET,13_2,1,0,79.70450911670923,79.70450911670923,79.70450911670923,79.70450911670923,1352076.0,z10,15
GET,13_24,1,0,74.03170084580779,74.03170084580779,74.03170084580779,74.03170084580779,1475350.0,z10,15
GET,13_25,1,0,79.56763729453087,79.56763729453087,79.56763729453087,79.56763729453087,1373136.0,z10,15
GET,13_26,1,0,77.0129319280386,77.0129319280386,77.0129319280386,77.0129319280386,1448885.0,z10,15
GET,13_28,1,0,115.70208100602032,115.70208100602032,115.70208100602032,115.70208100602032,1515766.0,z10,15
GET,13_6,1,0,77.60275295004249,77.60275295004249,77.60275295004249,77.60275295004249,1479475.0,z10,15
GET,14_10,1,0,95.957072917372,95.957072917372,95.957072917372,95.957072917372,1478233.0,z10,15
GET,14_11,1,0,80.22193564102054,80.22193564102054,80.22193564102054,80.22193564102054,1364178.0,z10,15
GET,14_12,2,0,74.0,74.20031097717583,73.93715810030699,74.46346385404468,1463092.0,z10,15
GET,14_19,2,0,75.0,92.63689746148884,74.91686893627048,110.3569259867072,1371190.0,z10,15
GET,14_26,2,0,74.0,77.45014503598213,73.51778214797378,81.38250792399049,1443551.0,z10,15
GET,14_7,1,0,73.08528432622552,73.08528432622552,73.08528432622552,73.08528432622552,1337947.0,z10,15
GET,15_16,1,0,108.35092794150114,108.35092794150114,108.35092794150114,108.35092794150114,1481740.0,z10,15
GET,15_2,1,0,78.9867751300335,78.9867751300335,78.9867751300335,78.9867751300335,1366374.0,z10,15
GET,15_25,1,0,72.63980992138386,72.63980992138386,72.63980992138386,72.63980992138386,1374449.0,z10,15
GET,15_4,1,0,81.98446268215775,81.98446268215775,81.98446268215775,81.98446268215775,1502232.0,z10,15
GET,15_5,1,0,72.81089294701815,72.81089294701815,72.81089294701815,72.81089294701815,1351037.0,z10,15
GET,15_9,1,0,73.94167874008417,73.94167874008417,73.94167874008417,73.94167874008417,1369534.0,z10,15
GET,16_0,1,0,88.51023437455297,88.51023437455297,88.51023437455297,88.51023437455297,1343831.0,z10,15
GET,16_1,1,0,87.55597984418273,87.55597984418273,87.55597984418273,87.55597984418273,1355633.0,z10,15
GET,16_12,1,0,78.29550234600902,78.29550234600902,78.29550234600902,78.29550234600902,1506868.0,z10,15
GET,16_15,1,0,84.22673959285021,84.22673959285021,84.22673959285021,84.22673959285021,1360397.0,z10,15
GET,16_18,1,0,99.65101582929492,99.65101582929492,99.65101582929492,99.65101582929492,1435890.0,z10,15
GET,16_21,1,0,76.73515705391765,76.73515705391765,76.73515705391765,76.73515705391765,1399304.0,z10,15
GET,16_23,1,0,75.09693596512079,75.09693596512079,75.09693596512079,75.09693596512079,1353226.0,z10,15
GET,16_24,1,0,79.02262732386589,79.02262732386589,79.02262732386589,79.02262732386589,1434924.0,z10,15
GET,16_27,1,0,81.0978920198977,81.0978920198977,81.0978920198977,81.0978920198977,1359070.0,z10,15
GET,16_3,2,0,72.0,73.57517187483609,71.94990012794733,75.20044362172484,1366169.0,z10,15
GET,16_5,1,0,64.03928808867931,64.03928808867931,64.03928808867931,64.03928808867931,1338946.0,z10,15
GET,16_7,1,0,95.2812829054892,95.2812829054892,95.2812829054892,95.2812829054892,1309381.0,z10,15
GET,17_10,1,0,95.85905401036143,95.85905401036143,95.85905401036143,95.85905401036143,1448970.0,z10,15
GET,17_12,1,0,89.7986376658082,89.7986376658082,89.7986376658082,89.7986376658082,1488564.0,z10,15
GET,17_13,1,0,81.58212900161743,81.58212900161743,81.58212900161743,81.58212900161743,1381997.0,z10,15
GET,17_14,1,0,80.18425805494189,80.18425805494189,80.18425805494189,80.18425805494189,1449731.0,z10,15
GET,17_19,1,0,94.04250606894492,94.04250606894492,94.04250606894492,94.04250606894492,1381032.0,z10,15
GET,17_21,3,0,80.0,81.73307403922081,79.83475923538208,84.91571014747024,1387350.0,z10,15
GET,17_26,2,0,83.0,92.80697396025062,82.85421505570412,102.75973286479712,1394101.0,z10,15
GET,17_5,1,0,74.09542892128229,74.09542892128229,74.09542892128229,74.09542892128229,1360037.0,z10,15
GET,18_12,1,0,77.28936709463596,77.28936709463596,77.28936709463596,77.28936709463596,1501408.0,z10,15
GET,18_13,1,0,79.93742823600769,79.93742823600769,79.93742823600769,79.93742823600769,1372651.0,z10,15
GET,18_16,1,0,76.14034321159124,76.14034321159124,76.14034321159124,76.14034321159124,1507397.0,z10,15
GET,18_19,1,0,73.5772280022502,73.5772280022502,73.5772280022502,73.5772280022502,1388222.0,z10,15
GET,18_21,1,0,71.89009990543127,71.89009990543127,71.89009990543127,71.89009990543127,1386870.0,z10,15
GET,18_26,1,0,75.2855190075934,75.2855190075934,75.2855190075934,75.2855190075934,1432815.0,z10,15
GET,18_27,1,0,102.94270794838668,102.94270794838668,102.94270794838668,102.94270794838668,1400779.0,z10,15
GET,18_3,1,0,108.95619867369533,108.95619867369533,108.95619867369533,108.95619867369533,1360791.0,z10,15
GET,18_5,1,0,95.46984359622002,95.46984359622002,95.46984359622002,95.46984359622002,1375836.0,z10,15
GET,18_6,1,0,83.27357890084386,83.27357890084386,83.27357890084386,83.27357890084386,1470193.0,z10,15
GET,19_17,1,0,80.76925203204155,80.76925203204155,80.76925203204155,80.76925203204155,1370852.0,z10,15
GET,19_18,2,0,74.19648207724094,74.95530904270709,74.19648207724094,75.71413600817323,1457669.0,z10,15
GET,19_25,1,0,75.73913969099522,75.73913969099522,75.73913969099522,75.73913969099522,1373365.0,z10,15
GET,19_3,2,0,77.0,78.68089363910258,76.56837301328778,80.79341426491737,1364862.0,z10,15
GET,19_5,1,0,75.88869519531727,75.88869519531727,75.88869519531727,75.88869519531727,1375695.0,z10,15
GET,20_2,2,0,74.0,74.20641905628145,73.98355705663562,74.42928105592728,1330377.0,z10,15
GET,20_20,1,0,100.9039981290698,100.9039981290698,100.9039981290698,100.9039981290698,1431057.0,z10,15
GET,20_26,1,0,76.10037317499518,76.10037317499518,76.10037317499518,76.10037317499518,1459648.0,z10,15
GET,20_3,1,0,75.15924703329802,75.15924703329802,75.15924703329802,75.15924703329802,1301773.0,z10,15
GET,20_9,1,0,71.45250402390957,71.45250402390957,71.45250402390957,71.45250402390957,1296871.0,z10,15
GET,21_11,1,0,74.41501319408417,74.41501319408417,74.41501319408417,74.41501319408417,1380462.0,z10,15
GET,21_12,1,0,74.36721492558718,74.36721492558718,74.36721492558718,74.36721492558718,1491716.0,z10,15
GET,21_21,1,0,73.50756507366896,73.50756507366896,73.50756507366896,73.50756507366896,1378406.0,z10,15
GET,21_23,1,0,78.20294098928571,78.20294098928571,78.20294098928571,78.20294098928571,1328288.0,z10,15
GET,21_24,2,0,74.0,77.0623991265893,73.58986092731357,80.53493732586503,1435894.0,z10,15
GET,21_26,1,0,81.17470005527139,81.17470005527139,81.17470005527139,81.17470005527139,1410880.0,z10,15
GET,21_4,1,0,78.86848971247673,78.86848971247673,78.86848971247673,78.86848971247673,1475917.0,z10,15
GET,21_5,1,0,100.93667078763248,100.93667078763248,100.93667078763248,100.93667078763248,1348529.0,z10,15
GET,22_24,1,0,79.51609091833234,79.51609091833234,79.51609091833234,79.51609091833234,1446723.0,z10,15
GET,22_4,2,0,74.30780306458473,79.29284009151161,74.30780306458473,84.27787711843848,1410403.0,z10,15
GET,22_5,2,0,74.0,77.7404266409576,73.70060216635466,81.78025111556053,1343505.0,z10,15
GET,23_18,1,0,56.25833198428154,56.25833198428154,56.25833198428154,56.25833198428154,1449319.0,z10,15
GET,23_20,1,0,61.43047381192446,61.43047381192446,61.43047381192446,61.43047381192446,1408765.0,z10,15
GET,23_23,1,0,86.71030774712563,86.71030774712563,86.71030774712563,86.71030774712563,1395672.0,z10,15
GET,23_27,1,0,74.49628924950957,74.49628924950957,74.49628924950957,74.49628924950957,1335368.0,z10,15
GET,23_6,2,0,72.0,75.30347700230777,71.67081721127033,78.93613679334521,1472931.0,z10,15
GET,23_8,1,0,73.76289879903197,73.76289879903197,73.76289879903197,73.76289879903197,1509735.0,z10,15
GET,24_14,1,0,71.9088432379067,71.9088432379067,71.9088432379067,71.9088432379067,1437991.0,z10,15
GET,24_17,1,0,71.93655800074339,71.93655800074339,71.93655800074339,71.93655800074339,1336128.0,z10,15
GET,24_18,2,0,91.0,95.15028353780508,90.67900804802775,99.6215590275824,1429044.0,z10,15
GET,24_23,2,0,100.0,104.73891184665264,99.93777889758348,109.54004479572176,1372854.0,z10,15
GET,24_24,1,0,65.25293737649918,65.25293737649918,65.25293737649918,65.25293737649918,1379987.0,z10,15
GET,24_4,1,0,77.0447850227356,77.0447850227356,77.0447850227356,77.0447850227356,1348666.0,z10,15
GET,24_6,1,0,73.91374930739403,73.91374930739403,73.91374930739403,73.91374930739403,1423890.0,z10,15
GET,24_7,2,0,72.27326231077313,74.54086770303547,72.27326231077313,76.80847309529781,1358502.0,z10,15
GET,25_10,1,0,79.64391494169831,79.64391494169831,79.64391494169831,79.64391494169831,1474001.0,z10,15
GET,25_24,2,0,62.21431912854314,69.17835702188313,62.21431912854314,76.14239491522312,1333189.0,z10,15
GET,26_16,1,0,95.34802613779902,95.34802613779902,95.34802613779902,95.34802613779902,1375391.0,z10,15
GET,26_9,2,0,77.0,78.0713059939444,76.94344921037555,79.19916277751327,1376322.0,z10,15
GET,27_14,1,0,74.00428131222725,74.00428131222725,74.00428131222725,74.00428131222725,1417577.0,z10,15
GET,27_18,2,0,75.0,75.19349874928594,74.84927866607904,75.53771883249283,1317062.0,z10,15
GET,27_22,1,0,122.2538873553276,122.2538873553276,122.2538873553276,122.2538873553276,1315419.0,z10,15
GET,27_7,1,0,73.58843320980668,73.58843320980668,73.58843320980668,73.58843320980668,1341515.0,z10,15
GET,28_18,1,0,75.86496975272894,75.86496975272894,75.86496975272894,75.86496975272894,1326630.0,z10,15
GET,2_10,1,0,74.02280159294605,74.02280159294605,74.02280159294605,74.02280159294605,1466446.0,z10,15
GET,2_13,1,0,79.59958491846919,79.59958491846919,79.59958491846919,79.59958491846919,1350316.0,z10,15
GET,2_14,2,0,72.25197600200772,72.2746669780463,72.25197600200772,72.29735795408487,1490987.0,z10,15
GET,2_15,1,0,74.18086566030979,74.18086566030979,74.18086566030979,74.18086566030979,1359980.0,z10,15
GET,2_17,2,0,72.48663622885942,72.79292959719896,72.48663622885942,73.0992229655385,1382123.0,z10,15
GET,2_18,1,0,79.18604416772723,79.18604416772723,79.18604416772723,79.18604416772723,1449974.0,z10,15
GET,2_21,1,0,74.18961822986603,74.18961822986603,74.18961822986603,74.18961822986603,1339240.0,z10,15
GET,2_9,2,0,75.41464315727353,77.72662723436952,75.41464315727353,80.0386113114655,1330981.0,z10,15
GET,3_14,1,0,76.42623782157898,76.42623782157898,76.42623782157898,76.42623782157898,1470372.0,z10,15
GET,3_20,1,0,75.80367708578706,75.80367708578706,75.80367708578706,75.80367708578706,1480253.0,z10,15
GET,3_21,1,0,86.40975411981344,86.40975411981344,86.40975411981344,86.40975411981344,1386583.0,z10,15
GET,4_15,1,0,77.29258434846997,77.29258434846997,77.29258434846997,77.29258434846997,1325690.0,z10,15
GET,4_22,1,0,72.99258187413216,72.99258187413216,72.99258187413216,72.99258187413216,1465974.0,z10,15
GET,4_5,1,0,79.7125892713666,79.7125892713666,79.7125892713666,79.7125892713666,1354715.0,z10,15
GET,4_8,1,0,103.25648169964552,103.25648169964552,103.25648169964552,103.25648169964552,1457744.0,z10,15
GET,4_9,2,0,72.0,73.70840525254607,71.53135165572166,75.88545884937048,1321612.0,z10,15
GET,5_11,1,0,70.60581492260098,70.60581492260098,70.60581492260098,70.60581492260098,1375770.0,z10,15
GET,5_18,1,0,107.19487397000194,107.19487397000194,107.19487397000194,107.19487397000194,1481180.0,z10,15
GET,5_24,1,0,81.54175477102399,81.54175477102399,81.54175477102399,81.54175477102399,1503404.0,z10,15
GET,5_25,1,0,74.56616498529911,74.56616498529911,74.56616498529911,74.56616498529911,1355368.0,z10,15
GET,5_5,1,0,75.31358068808913,75.31358068808913,75.31358068808913,75.31358068808913,1347566.0,z10,15
GET,5_8,1,0,48.52510988712311,48.52510988712311,48.52510988712311,48.52510988712311,1471670.0,z10,15
GET,6_10,1,0,75.24893200024962,75.24893200024962,75.24893200024962,75.24893200024962,1482418.0,z10,15
GET,6_14,1,0,86.57515188679099,86.57515188679099,86.57515188679099,86.57515188679099,1462555.0,z10,15
GET,6_15,1,0,74.37877496704459,74.37877496704459,74.37877496704459,74.37877496704459,1357736.0,z10,15
