Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,zlayer,level
GET,0_17,1,0,72.97663995996118,72.97663995996118,72.97663995996118,72.97663995996118,1229388.0,z10,15
GET,10_20,1,0,74.73167683929205,74.73167683929205,74.73167683929205,74.73167683929205,1169177.0,z10,15
GET,10_5,2,0,73.0,72.76982883922756,72.50764593482018,73.03201174363494,1623587.0,z10,15
GET,11_23,1,0,71.68977800756693,71.68977800756693,71.68977800756693,71.68977800756693,1425490.0,z10,15
GET,11_24,1,0,73.28735804185271,73.28735804185271,73.28735804185271,73.28735804185271,1133156.0,z10,15
GET,11_5,1,0,80.29346400871873,80.29346400871873,80.29346400871873,80.29346400871873,1591558.0,z10,15
GET,12_16,1,0,70.82781195640564,70.82781195640564,70.82781195640564,70.82781195640564,1250829.0,z10,15
GET,12_17,1,0,75.951571110636,75.951571110636,75.951571110636,75.951571110636,1504067.0,z10,15
GET,12_18,1,0,75.22795395925641,75.22795395925641,75.22795395925641,75.22795395925641,1230785.0,z10,15
GET,12_19,1,0,76.01694017648697,76.01694017648697,76.01694017648697,76.01694017648697,1461983.0,z10,15
GET,12_21,1,0,74.43318516016006,74.43318516016006,74.43318516016006,74.43318516016006,1481186.0,z10,15
GET,12_25,1,0,74.73878189921379,74.73878189921379,74.73878189921379,74.73878189921379,1525766.0,z10,15
GET,13_20,1,0,72.23991677165031,72.23991677165031,72.23991677165031,72.23991677165031,1163735.0,z10,15
GET,14_10,1,0,76.25871105119586,76.25871105119586,76.25871105119586,76.25871105119586,1217519.0,z10,15
GET,14_13,1,0,77.20611291006207,77.20611291006207,77.20611291006207,77.20611291006207,1359299.0,z10,15
GET,14_17,1,0,77.47162785381079,77.47162785381079,77.47162785381079,77.47162785381079,1487761.0,z10,15
GET,14_19,1,0,74.1406180895865,74.1406180895865,74.1406180895865,74.1406180895865,1461348.0,z10,15
GET,14_24,1,0,71.73288008198142,71.73288008198142,71.73288008198142,71.73288008198142,1154638.0,z10,15
GET,14_26,1,0,72.74547312408686,72.74547312408686,72.74547312408686,72.74547312408686,1132689.0,z10,15
GET,14_3,1,0,75.76302532106638,75.76302532106638,75.76302532106638,75.76302532106638,1392762.0,z10,15
GET,15_10,1,0,68.91807913780212,68.91807913780212,68.91807913780212,68.91807913780212,1145918.0,z10,15
GET,15_18,1,0,71.79852994158864,71.79852994158864,71.79852994158864,71.79852994158864,1047010.0,z10,15
GET,15_3,1,0,70.22569514811039,70.22569514811039,70.22569514811039,70.22569514811039,1374328.0,z10,15
GET,16_10,1,0,70.0315460562706,70.0315460562706,70.0315460562706,70.0315460562706,1296699.0,z10,15
GET,16_15,1,0,76.86922699213028,76.86922699213028,76.86922699213028,76.86922699213028,1398259.0,z10,15
GET,16_18,1,0,85.02262039110065,85.02262039110065,85.02262039110065,85.02262039110065,1146476.0,z10,15
GET,16_24,2,0,67.0,72.4499556235969,66.76935916766524,78.13055207952857,1203735.0,z10,15
GET,16_25,1,0,73.79407994449139,73.79407994449139,73.79407994449139,73.79407994449139,1407206.0,z10,15
GET,16_6,1,0,71.63758110255003,71.63758110255003,71.63758110255003,71.63758110255003,1334869.0,z10,15
GET,17_12,2,0,76.0,78.82543606683612,75.94241900369525,81.70845312997699,1075369.0,z10,15
GET,17_16,1,0,70.40549581870437,70.40549581870437,70.40549581870437,70.40549581870437,1041704.0,z10,15
GET,17_17,1,0,75.55932691320777,75.55932691320777,75.55932691320777,75.55932691320777,1310956.0,z10,15
GET,17_8,1,0,74.63315082713962,74.63315082713962,74.63315082713962,74.63315082713962,1108845.0,z10,15
GET,18_20,1,0,82.62053458020091,82.62053458020091,82.62053458020091,82.62053458020091,1112435.0,z10,15
GET,18_24,2,0,73.08219326660037,75.29348693788052,73.08219326660037,77.50478060916066,1123747.0,z10,15
GET,18_4,1,0,77.76118302717805,77.76118302717805,77.76118302717805,77.76118302717805,1200829.0,z10,15
GET,18_7,1,0,78.80901917815208,78.80901917815208,78.80901917815208,78.80901917815208,1510210.0,z10,15
GET,18_8,2,0,78.0,78.46511946991086,77.84595619887114,79.08428274095058,1244167.0,z10,15
GET,19_11,1,0,78.0727849341929,78.0727849341929,78.0727849341929,78.0727849341929,1400851.0,z10,15
GET,19_12,1,0,76.95065811276436,76.95065811276436,76.95065811276436,76.95065811276436,1106456.0,z10,15
GET,19_2,1,0,74.09459631890059,74.09459631890059,74.09459631890059,74.09459631890059,1034574.0,z10,15
GET,19_26,1,0,78.71866831555963,78.71866831555963,78.71866831555963,78.71866831555963,1167586.0,z10,15
GET,19_3,1,0,72.02618895098567,72.02618895098567,72.02618895098567,72.02618895098567,1442152.0,z10,15
GET,19_7,1,0,74.83052415773273,74.83052415773273,74.83052415773273,74.83052415773273,1447651.0,z10,15
GET,1_16,1,0,72.63649720698595,72.63649720698595,72.63649720698595,72.63649720698595,1222096.0,z10,15
GET,1_19,1,0,73.8435578532517,73.8435578532517,73.8435578532517,73.8435578532517,1313201.0,z10,15
GET,20_12,1,0,81.24912111088634,81.24912111088634,81.24912111088634,81.24912111088634,1220431.0,z10,15
GET,20_13,1,0,78.39452475309372,78.39452475309372,78.39452475309372,78.39452475309372,1379313.0,z10,15
GET,20_15,1,0,73.47628381103277,73.47628381103277,73.47628381103277,73.47628381103277,1494112.0,z10,15
GET,20_24,1,0,76.25373592600226,76.25373592600226,76.25373592600226,76.25373592600226,1199375.0,z10,15
GET,21_13,1,0,75.5638349801302,75.5638349801302,75.5638349801302,75.5638349801302,1354059.0,z10,15
GET,21_14,1,0,85.77491715550423,85.77491715550423,85.77491715550423,85.77491715550423,1133811.0,z10,15
GET,21_17,1,0,77.71334517747164,77.71334517747164,77.71334517747164,77.71334517747164,1327858.0,z10,15
GET,21_19,1,0,73.97599285468459,73.97599285468459,73.97599285468459,73.97599285468459,1344415.0,z10,15
GET,21_2,1,0,74.45081416517496,74.45081416517496,74.45081416517496,74.45081416517496,1399529.0,z10,15
GET,21_20,1,0,73.57055321335793,73.57055321335793,73.57055321335793,73.57055321335793,987084.0,z10,15
GET,21_21,1,0,77.71575497463346,77.71575497463346,77.71575497463346,77.71575497463346,1288581.0,z10,15
GET,21_27,1,0,75.95793902873993,75.95793902873993,75.95793902873993,75.95793902873993,1344123.0,z10,15
GET,21_4,1,0,72.82660203054547,72.82660203054547,72.82660203054547,72.82660203054547,947985.0,z10,15
GET,22_10,2,0,80.06539475172758,80.07684303447604,80.06539475172758,80.0882913172245,1226468.0,z10,15
GET,22_14,1,0,73.37071932852268,73.37071932852268,73.37071932852268,73.37071932852268,1169386.0,z10,15
GET,22_19,1,0,74.40876867622137,74.40876867622137,74.40876867622137,74.40876867622137,1415621.0,z10,15
GET,22_20,1,0,74.41393798217177,74.41393798217177,74.41393798217177,74.41393798217177,1148951.0,z10,15
GET,22_27,1,0,82.19864824786782,82.19864824786782,82.19864824786782,82.19864824786782,1368156.0,z10,15
GET,22_8,1,0,82.0826948620379,82.0826948620379,82.0826948620379,82.0826948620379,1174317.0,z10,15
GET,23_23,1,0,75.8798741735518,75.8798741735518,75.8798741735518,75.8798741735518,1328154.0,z10,15
GET,23_26,1,0,80.54857375100255,80.54857375100255,80.54857375100255,80.54857375100255,1412542.0,z10,15
GET,23_27,1,0,84.76674696430564,84.76674696430564,84.76674696430564,84.76674696430564,1358433.0,z10,15
GET,23_5,2,0,73.03397497162223,73.11667664907873,73.03397497162223,73.19937832653522,1362008.0,z10,15
GET,23_8,2,0,75.21346164867282,75.75631374493241,75.21346164867282,76.299165841192,1102564.0,z10,15
GET,24_15,2,0,78.4600037150085,82.18688541091979,78.4600037150085,85.91376710683107,1438029.0,z10,15
GET,24_23,1,0,75.2306878566742,75.2306878566742,75.2306878566742,75.2306878566742,1491925.0,z10,15
GET,24_7,1,0,76.62296295166016,76.62296295166016,76.62296295166016,76.62296295166016,1502730.0,z10,15
GET,25_16,1,0,70.50374895334244,70.50374895334244,70.50374895334244,70.50374895334244,1101699.0,z10,15
GET,25_20,1,0,74.32269817218184,74.32269817218184,74.32269817218184,74.32269817218184,1061336.0,z10,15
GET,25_24,1,0,80.60380816459656,80.60380816459656,80.60380816459656,80.60380816459656,1407215.0,z10,15
GET,25_7,1,0,76.60615211352706,76.60615211352706,76.60615211352706,76.60615211352706,1315685.0,z10,15
GET,25_9,1,0,74.27542516961694,74.27542516961694,74.27542516961694,74.27542516961694,1351124.0,z10,15
GET,26_22,1,0,57.90554499253631,57.90554499253631,57.90554499253631,57.90554499253631,131873.0,z10,15
GET,26_23,1,0,55.79006811603904,55.79006811603904,55.79006811603904,55.79006811603904,154504.0,z10,15
GET,26_8,1,0,77.22497498616576,77.22497498616576,77.22497498616576,77.22497498616576,1411436.0,z10,15
GET,26_9,1,0,76.31899695843458,76.31899695843458,76.31899695843458,76.31899695843458,1395093.0,z10,15
